player_id,name,first_name,last_name,active,height,weight,position,team_id,team,age,from_year
1025,Atlanta Hawks Player 1,Atlanta,Hawks Player 1,True,6'10,205,PG,1610612737,Atlanta Hawks,24,2014
1026,Atlanta Hawks Player 2,Atlanta,Hawks Player 2,True,7'10,245,SG,1610612737,Atlanta Hawks,20,2010
1027,Atlanta Hawks Player 3,Atlanta,Hawks Player 3,True,6'8,225,SF,1610612737,Atlanta Hawks,21,2015
1028,Cleveland Cavaliers Player 1,Cleveland,Cavaliers Player 1,True,7'9,183,PG,1610612739,Cleveland Cavaliers,31,2018
1029,Cleveland Cavaliers Player 2,Cleveland,Cavaliers Player 2,True,5'10,181,SG,1610612739,Cleveland Cavaliers,35,2010
1030,Cleveland Cavaliers Player 3,Cleveland,Cavaliers Player 3,True,5'11,246,SF,1610612739,Cleveland Cavaliers,28,2014
1031,New Orleans Pelicans Player 1,New,Orleans Pelicans Player 1,True,5'8,254,PG,1610612740,New Orleans Pelicans,20,2018
1032,New Orleans Pelicans Player 2,New,Orleans Pelicans Player 2,True,6'10,204,SG,1610612740,New Orleans Pelicans,30,2011
1033,New Orleans Pelicans Player 3,New,Orleans Pelicans Player 3,True,6'0,273,SF,1610612740,New Orleans Pelicans,30,2022
1034,Chicago Bulls Player 1,Chicago,Bulls Player 1,True,7'2,264,PG,1610612741,Chicago Bulls,24,2023
1035,Chicago Bulls Player 2,Chicago,Bulls Player 2,True,6'4,231,SG,1610612741,Chicago Bulls,33,2020
1036,Chicago Bulls Player 3,Chicago,Bulls Player 3,True,5'10,223,SF,1610612741,Chicago Bulls,21,2017
1037,Luka Doncic,Luka,Doncic,True,"6'7""",230,PG/SF,1610612742,Dallas Mavericks,25,2010
1038,Kyrie Irving,Kyrie,Irving,True,"6'2""",195,PG,1610612742,Dallas Mavericks,32,2020
1039,Tim Hardaway Jr.,Tim,Hardaway Jr.,True,"6'5""",205,SG/SF,1610612742,Dallas Mavericks,32,2019
1040,Houston Rockets Player 1,Houston,Rockets Player 1,True,6'11,200,PG,1610612745,Houston Rockets,29,2023
1041,Houston Rockets Player 2,Houston,Rockets Player 2,True,5'4,241,SG,1610612745,Houston Rockets,26,2010
1042,Houston Rockets Player 3,Houston,Rockets Player 3,True,6'1,251,SF,1610612745,Houston Rockets,24,2022
1043,Los Angeles Clippers Player 1,Los,Angeles Clippers Player 1,True,7'9,275,PG,1610612746,Los Angeles Clippers,26,2012
1044,Los Angeles Clippers Player 2,Los,Angeles Clippers Player 2,True,6'11,220,SG,1610612746,Los Angeles Clippers,24,2023
1045,Los Angeles Clippers Player 3,Los,Angeles Clippers Player 3,True,5'3,274,SF,1610612746,Los Angeles Clippers,20,2022
1046,Miami Heat Player 1,Miami,Heat Player 1,True,6'8,258,PG,1610612748,Miami Heat,21,2020
1047,Miami Heat Player 2,Miami,Heat Player 2,True,7'4,231,SG,1610612748,Miami Heat,23,2018
1048,Miami Heat Player 3,Miami,Heat Player 3,True,7'1,227,SF,1610612748,Miami Heat,20,2024
1049,Minnesota Timberwolves Player 1,Minnesota,Timberwolves Player 1,True,5'10,254,PG,1610612750,Minnesota Timberwolves,20,2012
1050,Minnesota Timberwolves Player 2,Minnesota,Timberwolves Player 2,True,6'3,236,SG,1610612750,Minnesota Timberwolves,25,2014
1051,Minnesota Timberwolves Player 3,Minnesota,Timberwolves Player 3,True,5'6,254,SF,1610612750,Minnesota Timberwolves,25,2012
1052,Brooklyn Nets Player 1,Brooklyn,Nets Player 1,True,6'11,222,PG,1610612751,Brooklyn Nets,30,2018
1053,Brooklyn Nets Player 2,Brooklyn,Nets Player 2,True,7'8,195,SG,1610612751,Brooklyn Nets,32,2019
1054,Brooklyn Nets Player 3,Brooklyn,Nets Player 3,True,5'4,196,SF,1610612751,Brooklyn Nets,20,2019
1055,New York Knicks Player 1,New,York Knicks Player 1,True,6'11,280,PG,1610612752,New York Knicks,22,2010
1056,New York Knicks Player 2,New,York Knicks Player 2,True,6'7,208,SG,1610612752,New York Knicks,21,2017
1057,New York Knicks Player 3,New,York Knicks Player 3,True,7'0,263,SF,1610612752,New York Knicks,32,2010
1058,Orlando Magic Player 1,Orlando,Magic Player 1,True,5'11,183,PG,1610612753,Orlando Magic,30,2022
1059,Orlando Magic Player 2,Orlando,Magic Player 2,True,5'3,243,SG,1610612753,Orlando Magic,35,2016
1060,Orlando Magic Player 3,Orlando,Magic Player 3,True,7'6,240,SF,1610612753,Orlando Magic,20,2015
1061,Indiana Pacers Player 1,Indiana,Pacers Player 1,True,5'11,261,PG,1610612754,Indiana Pacers,25,2018
1062,Indiana Pacers Player 2,Indiana,Pacers Player 2,True,6'8,232,SG,1610612754,Indiana Pacers,25,2024
1063,Indiana Pacers Player 3,Indiana,Pacers Player 3,True,7'5,219,SF,1610612754,Indiana Pacers,20,2012
1064,Joel Embiid,Joel,Embiid,True,"7'0""",280,C,1610612755,Philadelphia 76ers,30,2021
1065,Tyrese Maxey,Tyrese,Maxey,True,"6'2""",200,PG,1610612755,Philadelphia 76ers,23,2018
1066,Tobias Harris,Tobias,Harris,True,"6'8""",226,PF,1610612755,Philadelphia 76ers,31,2015
1067,Kevin Durant,Kevin,Durant,True,"6'10""",240,SF/PF,1610612756,Phoenix Suns,35,2019
1068,Devin Booker,Devin,Booker,True,"6'5""",206,SG,1610612756,Phoenix Suns,27,2010
1069,Bradley Beal,Bradley,Beal,True,"6'4""",207,SG,1610612756,Phoenix Suns,30,2017
1070,Portland Trail Blazers Player 1,Portland,Trail Blazers Player 1,True,5'11,218,PG,1610612757,Portland Trail Blazers,27,2010
1071,Portland Trail Blazers Player 2,Portland,Trail Blazers Player 2,True,7'8,249,SG,1610612757,Portland Trail Blazers,27,2019
1072,Portland Trail Blazers Player 3,Portland,Trail Blazers Player 3,True,6'5,183,SF,1610612757,Portland Trail Blazers,25,2019
1073,Sacramento Kings Player 1,Sacramento,Kings Player 1,True,7'8,218,PG,1610612758,Sacramento Kings,22,2021
1074,Sacramento Kings Player 2,Sacramento,Kings Player 2,True,7'4,248,SG,1610612758,Sacramento Kings,33,2017
1075,Sacramento Kings Player 3,Sacramento,Kings Player 3,True,5'4,255,SF,1610612758,Sacramento Kings,25,2015
1076,San Antonio Spurs Player 1,San,Antonio Spurs Player 1,True,6'10,204,PG,1610612759,San Antonio Spurs,30,2023
1077,San Antonio Spurs Player 2,San,Antonio Spurs Player 2,True,6'4,235,SG,1610612759,San Antonio Spurs,29,2019
1078,San Antonio Spurs Player 3,San,Antonio Spurs Player 3,True,7'0,235,SF,1610612759,San Antonio Spurs,30,2014
1079,Oklahoma City Thunder Player 1,Oklahoma,City Thunder Player 1,True,6'5,221,PG,1610612760,Oklahoma City Thunder,23,2015
1080,Oklahoma City Thunder Player 2,Oklahoma,City Thunder Player 2,True,5'5,261,SG,1610612760,Oklahoma City Thunder,29,2013
1081,Oklahoma City Thunder Player 3,Oklahoma,City Thunder Player 3,True,6'10,205,SF,1610612760,Oklahoma City Thunder,29,2019
1082,Toronto Raptors Player 1,Toronto,Raptors Player 1,True,7'6,217,PG,1610612761,Toronto Raptors,30,2022
1083,Toronto Raptors Player 2,Toronto,Raptors Player 2,True,7'1,183,SG,1610612761,Toronto Raptors,35,2024
1084,Toronto Raptors Player 3,Toronto,Raptors Player 3,True,5'0,259,SF,1610612761,Toronto Raptors,35,2018
1085,Utah Jazz Player 1,Utah,Jazz Player 1,True,5'2,275,PG,1610612762,Utah Jazz,28,2013
1086,Utah Jazz Player 2,Utah,Jazz Player 2,True,7'3,264,SG,1610612762,Utah Jazz,35,2016
1087,Utah Jazz Player 3,Utah,Jazz Player 3,True,5'8,237,SF,1610612762,Utah Jazz,28,2022
1088,Memphis Grizzlies Player 1,Memphis,Grizzlies Player 1,True,5'5,200,PG,1610612763,Memphis Grizzlies,26,2010
1089,Memphis Grizzlies Player 2,Memphis,Grizzlies Player 2,True,7'3,214,SG,1610612763,Memphis Grizzlies,30,2015
1090,Memphis Grizzlies Player 3,Memphis,Grizzlies Player 3,True,6'10,255,SF,1610612763,Memphis Grizzlies,24,2020
1091,Washington Wizards Player 1,Washington,Wizards Player 1,True,6'8,195,PG,1610612764,Washington Wizards,28,2017
1092,Washington Wizards Player 2,Washington,Wizards Player 2,True,7'7,243,SG,1610612764,Washington Wizards,28,2016
1093,Washington Wizards Player 3,Washington,Wizards Player 3,True,6'3,255,SF,1610612764,Washington Wizards,32,2011
1094,Detroit Pistons Player 1,Detroit,Pistons Player 1,True,5'4,186,PG,1610612765,Detroit Pistons,34,2011
1095,Detroit Pistons Player 2,Detroit,Pistons Player 2,True,7'8,211,SG,1610612765,Detroit Pistons,33,2015
1096,Detroit Pistons Player 3,Detroit,Pistons Player 3,True,5'5,185,SF,1610612765,Detroit Pistons,31,2013
1097,Charlotte Hornets Player 1,Charlotte,Hornets Player 1,True,6'3,237,PG,1610612766,Charlotte Hornets,28,2017
1098,Charlotte Hornets Player 2,Charlotte,Hornets Player 2,True,5'6,242,SG,1610612766,Charlotte Hornets,29,2010
1099,Charlotte Hornets Player 3,Charlotte,Hornets Player 3,True,6'10,217,SF,1610612766,Charlotte Hornets,27,2024
1100,Lamelo Grant,Lamelo,Grant,True,"6'5""",214,SG/C,1610612758,Sacramento Kings,27,2015
1101,Victor VanVleet,Victor,VanVleet,True,"6'5""",213,SG,1610612760,Oklahoma City Thunder,31,2015
1102,Chris Wembanyama,Chris,Wembanyama,True,"6'3""",210,SG,1610612759,San Antonio Spurs,29,2023
1103,Zion Simmons,Zion,Simmons,True,"6'3""",187,SG,1610612754,Indiana Pacers,21,2022
1104,Luka Fournier,Luka,Fournier,True,"6'3""",183,PG/PF,1610612739,Cleveland Cavaliers,28,2021
1105,Nikola Mitchell,Nikola,Mitchell,True,"6'8""",216,SF,1610612753,Orlando Magic,30,2017
1106,Bam Simmons,Bam,Simmons,True,"7'2""",245,C,1610612763,Memphis Grizzlies,28,2016
1107,Anthony Irving,Anthony,Irving,True,"6'6""",213,SF/PG,1610612759,San Antonio Spurs,37,2020
1108,Jayson Adebayo,Jayson,Adebayo,True,"6'7""",213,SF,1610612738,Boston Celtics,22,2016
1109,Evan Fox,Evan,Fox,True,"6'8""",221,PF,1610612746,Los Angeles Clippers,28,2020
1110,Joel Williams,Joel,Williams,True,"7'1""",258,C,1610612761,Toronto Raptors,30,2021
1111,Damian Irving,Damian,Irving,True,"6'11""",281,C,1610612760,Oklahoma City Thunder,36,2013
1112,Bam Herro,Bam,Herro,True,"6'10""",238,PF,1610612746,Los Angeles Clippers,37,2016
1113,Victor Green,Victor,Green,True,"6'4""",188,SG,1610612752,New York Knicks,22,2018
1114,Damian Jokic,Damian,Jokic,True,"6'11""",248,C,1610612758,Sacramento Kings,23,2024
1115,Victor Wall,Victor,Wall,True,"6'2""",177,PG,1610612749,Milwaukee Bucks,22,2015
1116,John Embiid,John,Embiid,True,"6'7""",206,SF/C,1610612755,Philadelphia 76ers,20,2022
1117,Luka Holiday,Luka,Holiday,True,"6'9""",255,C/PF,1610612754,Indiana Pacers,24,2012
1118,Pascal Banchero,Pascal,Banchero,True,"6'1""",176,PG,1610612759,San Antonio Spurs,31,2021
1119,Trae LaVine,Trae,LaVine,True,"6'10""",227,PF,1610612737,Atlanta Hawks,28,2010
1120,Zion Fournier,Zion,Fournier,True,"6'10""",243,PF,1610612747,Los Angeles Lakers,30,2011
1121,Ja VanVleet,Ja,VanVleet,True,"6'1""",193,PG/PF,1610612764,Washington Wizards,19,2023
1122,Ja Holiday,Ja,Holiday,True,"7'0""",252,C,1610612751,Brooklyn Nets,30,2018
1123,Bradley Ingram,Bradley,Ingram,True,"6'7""",234,PF/SF,1610612743,Denver Nuggets,31,2016
1124,Jamal Morant,Jamal,Morant,True,"6'5""",227,SF,1610612740,New Orleans Pelicans,34,2022
1125,Nikola Beal,Nikola,Beal,True,"6'4""",228,SF,1610612746,Los Angeles Clippers,37,2019
1126,Lamelo Brown,Lamelo,Brown,True,"6'7""",243,PF,1610612765,Detroit Pistons,30,2019
1127,Victor Williams,Victor,Williams,True,"6'4""",195,SG,1610612762,Utah Jazz,26,2010
1128,Lamelo Herro,Lamelo,Herro,True,"6'10""",229,PF,1610612758,Sacramento Kings,25,2014
1129,Aaron Beal,Aaron,Beal,True,"6'8""",236,PF,1610612742,Dallas Mavericks,34,2015
1130,Marcus Wembanyama,Marcus,Wembanyama,True,"6'3""",198,PG,1610612751,Brooklyn Nets,21,2017
1131,De'Aaron Murray,De'Aaron,Murray,True,"6'10""",236,PF,1610612744,Golden State Warriors,35,2010
1132,Cade Embiid,Cade,Embiid,True,"6'8""",223,PF,1610612739,Cleveland Cavaliers,21,2017
1133,Jimmy Tatum,Jimmy,Tatum,True,"6'5""",205,SG,1610612749,Milwaukee Bucks,29,2015
1134,Bam Green,Bam,Green,True,"6'5""",217,SF/PF,1610612754,Indiana Pacers,28,2015
1135,Ja Leonard,Ja,Leonard,True,"6'11""",266,C/PF,1610612761,Toronto Raptors,37,2014
1136,Jimmy Williamson,Jimmy,Williamson,True,"6'2""",178,PG,1610612766,Charlotte Hornets,24,2011
1137,James Brown,James,Brown,True,"6'8""",230,PF,1610612762,Utah Jazz,34,2012
1138,Kyrie Jordan,Kyrie,Jordan,True,"6'6""",225,SF,1610612748,Miami Heat,27,2019
1139,Gordon Paul,Gordon,Paul,True,"6'9""",273,C,1610612747,Los Angeles Lakers,27,2014
1140,Kawhi Durant,Kawhi,Durant,True,"6'11""",277,C,1610612758,Sacramento Kings,35,2013
1141,Anthony Williams,Anthony,Williams,True,"7'2""",247,C/SF,1610612759,San Antonio Spurs,29,2022
1142,Victor Herro,Victor,Herro,True,"6'0""",193,PG,1610612744,Golden State Warriors,29,2022
1143,Lou Paul,Lou,Paul,True,"6'2""",186,SG,1610612754,Indiana Pacers,33,2024
1144,Zion Curry,Zion,Curry,True,"6'9""",269,C/SG,1610612738,Boston Celtics,35,2020
1145,Ja Fox,Ja,Fox,True,"7'0""",281,C,1610612737,Atlanta Hawks,31,2016
1146,Lamelo Morant,Lamelo,Morant,True,"6'2""",191,PG,1610612750,Minnesota Timberwolves,25,2014
1147,Michael Brown,Michael,Brown,True,"6'1""",193,PG,1610612758,Sacramento Kings,31,2014
1148,Draymond Leonard,Draymond,Leonard,True,"6'5""",194,SG/PF,1610612758,Sacramento Kings,31,2011
1149,Bradley Beal,Bradley,Beal,True,"7'0""",256,C,1610612742,Dallas Mavericks,21,2022
1150,Bam Wembanyama,Bam,Wembanyama,True,"6'4""",200,SF,1610612742,Dallas Mavericks,23,2019
1151,Victor Westbrook,Victor,Westbrook,True,"6'0""",199,PG,1610612749,Milwaukee Bucks,21,2019
1152,Jrue Irving,Jrue,Irving,True,"6'10""",240,C,1610612752,New York Knicks,34,2024
1153,Cade Booker,Cade,Booker,True,"6'7""",248,PF/PG,1610612742,Dallas Mavericks,30,2019
1154,Malcolm Wembanyama,Malcolm,Wembanyama,True,"6'3""",189,PG,1610612738,Boston Celtics,21,2017
1155,Zion Durant,Zion,Durant,True,"6'3""",201,SG,1610612737,Atlanta Hawks,32,2024
1156,Donovan Westbrook,Donovan,Westbrook,True,"6'7""",232,PF,1610612753,Orlando Magic,35,2011
1157,Kevin Lowry,Kevin,Lowry,True,"6'2""",199,PG,1610612763,Memphis Grizzlies,26,2020
1158,Michael Middleton,Michael,Middleton,True,"6'4""",202,SG/C,1610612742,Dallas Mavericks,29,2012
1159,Donovan Simmons,Donovan,Simmons,True,"6'2""",204,SG/PG,1610612746,Los Angeles Clippers,21,2013
1160,Anthony Adebayo,Anthony,Adebayo,True,"6'8""",228,SF,1610612754,Indiana Pacers,21,2021
1161,Joel Siakam,Joel,Siakam,True,"5'11""",185,PG/SG,1610612754,Indiana Pacers,20,2021
1162,Jamal Banchero,Jamal,Banchero,True,"6'5""",197,SG/PG,1610612744,Golden State Warriors,28,2021
1163,Kyle Antetokounmpo,Kyle,Antetokounmpo,True,"5'11""",194,PG,1610612763,Memphis Grizzlies,21,2015
1164,Trae Beal,Trae,Beal,True,"5'11""",195,PG/C,1610612747,Los Angeles Lakers,21,2010
1165,Malcolm Durant,Malcolm,Durant,True,"6'2""",187,SG,1610612743,Denver Nuggets,27,2013
1166,Kawhi Williamson,Kawhi,Williamson,True,"6'7""",240,PF,1610612748,Miami Heat,23,2023
1167,Damian Cunningham,Damian,Cunningham,True,"6'2""",176,PG/SG,1610612750,Minnesota Timberwolves,19,2010
1168,Marcus Gordon,Marcus,Gordon,True,"6'3""",212,SG,1610612760,Oklahoma City Thunder,24,2021
1169,Jerami Irving,Jerami,Irving,True,"6'7""",242,PF,1610612741,Chicago Bulls,32,2012
1170,Michael Adebayo,Michael,Adebayo,True,"7'0""",256,C,1610612761,Toronto Raptors,34,2015
1171,Bradley Jordan,Bradley,Jordan,True,"6'5""",189,SG,1610612758,Sacramento Kings,37,2020
1172,Jimmy Smart,Jimmy,Smart,True,"6'5""",198,SG,1610612748,Miami Heat,20,2023
1173,Luka Booker,Luka,Booker,True,"6'7""",213,SF/C,1610612744,Golden State Warriors,24,2020
1174,Kyle Westbrook,Kyle,Westbrook,True,"6'4""",200,SG,1610612755,Philadelphia 76ers,19,2020
1175,Khris Hayward,Khris,Hayward,True,"6'0""",191,PG/C,1610612757,Portland Trail Blazers,30,2022
1176,Trae Embiid,Trae,Embiid,True,"7'2""",256,C/SG,1610612751,Brooklyn Nets,25,2019
1177,Cade Young,Cade,Young,True,"6'9""",248,C,1610612760,Oklahoma City Thunder,30,2021
1178,Donovan Irving,Donovan,Irving,True,"6'9""",227,PF,1610612738,Boston Celtics,27,2024
1179,Jerami Simmons,Jerami,Simmons,True,"6'3""",204,SG,1610612738,Boston Celtics,35,2019
1180,Zach Fox,Zach,Fox,True,"6'4""",226,SF/SG,1610612766,Charlotte Hornets,25,2021
1181,Stephen Gordon,Stephen,Gordon,True,"6'4""",207,SG/PF,1610612759,San Antonio Spurs,33,2010
1182,Ben George,Ben,George,True,"6'8""",225,SF,1610612759,San Antonio Spurs,33,2023
1183,Jerami Irving,Jerami,Irving,True,"6'11""",281,C,1610612744,Golden State Warriors,31,2012
1184,Evan Fox,Evan,Fox,True,"6'9""",238,PF/SG,1610612748,Miami Heat,34,2021
1185,De'Aaron Leonard,De'Aaron,Leonard,True,"6'3""",175,PG,1610612740,New Orleans Pelicans,36,2017
1186,Jimmy Adebayo,Jimmy,Adebayo,True,"6'9""",249,PF,1610612741,Chicago Bulls,35,2018
1187,Zion Ingram,Zion,Ingram,True,"6'5""",228,SF,1610612763,Memphis Grizzlies,31,2019
1188,James Leonard,James,Leonard,True,"6'8""",204,SF,1610612748,Miami Heat,21,2010
1189,Jerami Beal,Jerami,Beal,True,"6'6""",225,SF,1610612748,Miami Heat,21,2011
1190,Malcolm Lillard,Malcolm,Lillard,True,"7'1""",256,C,1610612758,Sacramento Kings,31,2019
1191,Nikola Beal,Nikola,Beal,True,"5'10""",184,PG,1610612761,Toronto Raptors,29,2024
1192,Bam Fournier,Bam,Fournier,True,"6'2""",194,SG,1610612758,Sacramento Kings,27,2022
1193,Bradley Grant,Bradley,Grant,True,"6'5""",228,SF/PF,1610612738,Boston Celtics,34,2021
1194,Jerami Booker,Jerami,Booker,True,"7'1""",267,C,1610612755,Philadelphia 76ers,35,2024
1195,Michael Smart,Michael,Smart,True,"6'5""",196,SG/PF,1610612746,Los Angeles Clippers,20,2013
1196,Gordon Cunningham,Gordon,Cunningham,True,"6'3""",185,SG/PG,1610612744,Golden State Warriors,22,2014
1197,Jrue Grant,Jrue,Grant,True,"5'11""",188,PG,1610612752,New York Knicks,30,2018
1198,Khris Young,Khris,Young,True,"6'10""",240,PF,1610612750,Minnesota Timberwolves,23,2018
1199,Jaylen Grant,Jaylen,Grant,True,"6'4""",192,SG,1610612749,Milwaukee Bucks,20,2011
1200,Stephen Durant,Stephen,Durant,True,"6'8""",235,PF,1610612763,Memphis Grizzlies,24,2023
1201,Aaron Fox,Aaron,Fox,True,"6'4""",208,SG,1610612763,Memphis Grizzlies,32,2012
1202,Lou Leonard,Lou,Leonard,True,"6'3""",192,SG,1610612764,Washington Wizards,22,2019
1203,Jimmy Murray,Jimmy,Murray,True,"6'3""",205,SG,1610612760,Oklahoma City Thunder,19,2013
1204,Giannis Ingram,Giannis,Ingram,True,"6'1""",187,PG/SG,1610612766,Charlotte Hornets,24,2020
1205,Lamelo Gordon,Lamelo,Gordon,True,"6'4""",199,SG,1610612754,Indiana Pacers,27,2012
1206,Kyrie Simmons,Kyrie,Simmons,True,"6'7""",230,PF,1610612747,Los Angeles Lakers,30,2013
1207,Paul Wall,Paul,Wall,True,"6'1""",180,PG,1610612754,Indiana Pacers,29,2015
1208,Lamelo Doncic,Lamelo,Doncic,True,"7'1""",286,C/PG,1610612746,Los Angeles Clippers,36,2011
1209,Paolo Westbrook,Paolo,Westbrook,True,"6'4""",224,SF,1610612757,Portland Trail Blazers,36,2015
1210,Victor Williams,Victor,Williams,True,"6'4""",192,SG,1610612760,Oklahoma City Thunder,34,2021
1211,Khris James,Khris,James,True,"7'1""",271,C,1610612760,Oklahoma City Thunder,35,2020
1212,Chris George,Chris,George,True,"6'10""",227,PF,1610612738,Boston Celtics,24,2010
1213,Kyle Jokic,Kyle,Jokic,True,"6'4""",205,SF/C,1610612751,Brooklyn Nets,36,2018
1214,Anthony Lillard,Anthony,Lillard,True,"6'2""",199,PG/C,1610612747,Los Angeles Lakers,29,2018
1215,Nikola Grant,Nikola,Grant,True,"6'10""",244,C/SG,1610612763,Memphis Grizzlies,29,2018
1216,Jamal Young,Jamal,Young,True,"6'2""",195,PG,1610612760,Oklahoma City Thunder,21,2012
1217,Jamal Durant,Jamal,Durant,True,"6'3""",213,SG,1610612755,Philadelphia 76ers,21,2023
1218,Pascal Leonard,Pascal,Leonard,True,"6'11""",260,C/SF,1610612747,Los Angeles Lakers,22,2015
1219,Jerami Beal,Jerami,Beal,True,"6'0""",189,PG,1610612749,Milwaukee Bucks,32,2015
1220,Evan Westbrook,Evan,Westbrook,True,"6'10""",232,PF,1610612757,Portland Trail Blazers,20,2011
1221,Jayson Westbrook,Jayson,Westbrook,True,"6'4""",200,SG,1610612737,Atlanta Hawks,30,2013
1222,Evan Herro,Evan,Herro,True,"6'7""",202,SF,1610612754,Indiana Pacers,32,2024
1223,Jimmy Davis,Jimmy,Davis,True,"6'4""",190,SG,1610612762,Utah Jazz,21,2016
1224,Kawhi James,Kawhi,James,True,"7'2""",283,C,1610612747,Los Angeles Lakers,35,2020
1225,Nikola James,Nikola,James,True,"6'2""",197,SG,1610612747,Los Angeles Lakers,19,2014
1226,De'Aaron Tatum,De'Aaron,Tatum,True,"6'4""",213,SG,1610612743,Denver Nuggets,22,2015
1227,James Brogdon,James,Brogdon,True,"6'8""",232,PF,1610612747,Los Angeles Lakers,26,2016
1228,De'Aaron Hayward,De'Aaron,Hayward,True,"6'5""",228,SF,1610612760,Oklahoma City Thunder,19,2010
1229,Damian Simmons,Damian,Simmons,True,"5'11""",178,PG,1610612746,Los Angeles Clippers,27,2017
1230,Lou Morant,Lou,Morant,True,"6'2""",188,PG,1610612755,Philadelphia 76ers,29,2024
1231,Jimmy Curry,Jimmy,Curry,True,"6'3""",186,SG,1610612744,Golden State Warriors,26,2011
1232,Nikola Murray,Nikola,Murray,True,"7'0""",261,C/SF,1610612744,Golden State Warriors,28,2013
1233,Evan Mitchell,Evan,Mitchell,True,"7'1""",280,C,1610612738,Boston Celtics,19,2016
1234,Cade Brogdon,Cade,Brogdon,True,"6'3""",185,PG,1610612753,Orlando Magic,29,2022
1235,Pascal Butler,Pascal,Butler,True,"6'10""",249,PF,1610612744,Golden State Warriors,31,2012
1236,Gordon Fox,Gordon,Fox,True,"6'6""",219,SF/PG,1610612741,Chicago Bulls,36,2015
1237,Zach Simmons,Zach,Simmons,True,"6'8""",240,PF,1610612745,Houston Rockets,25,2010
1238,Giannis Embiid,Giannis,Embiid,True,"5'10""",193,PG,1610612744,Golden State Warriors,25,2010
1239,Draymond Murray,Draymond,Murray,True,"6'9""",242,PF/SG,1610612754,Indiana Pacers,24,2010
1240,Aaron Antetokounmpo,Aaron,Antetokounmpo,True,"6'5""",187,SG/C,1610612765,Detroit Pistons,25,2024
1241,Malcolm Wall,Malcolm,Wall,True,"6'3""",203,SG/PF,1610612753,Orlando Magic,23,2013
1242,Khris Antetokounmpo,Khris,Antetokounmpo,True,"6'0""",189,PG/SF,1610612739,Cleveland Cavaliers,27,2024
1243,Paul Jokic,Paul,Jokic,True,"6'5""",212,SF/SG,1610612750,Minnesota Timberwolves,32,2015
1244,Brandon Lowry,Brandon,Lowry,True,"6'4""",210,SF/C,1610612757,Portland Trail Blazers,22,2014
1245,Jamal Tatum,Jamal,Tatum,True,"6'2""",187,SG/PG,1610612750,Minnesota Timberwolves,28,2021
