player_id,game_date,pts,reb,ast,stl,blk,fg_pct,fg3_pct,ft_pct,min,tov,pf,plus_minus,game_id,date,home_team,away_team,turnover,player_name
1003,2025-04-11,15.9,4.6,2.7,1.1,0.3,0.386,0.333,0.761,15.0,1.0,2.3,4.0,,,,,,Austin Reaves
1003,2025-04-10,14.1,4.8,2.2,1.1,0.3,0.381,0.361,0.877,28.0,1.7,1.2,3.5,,,,,,Austin Reaves
1003,2025-04-09,17.0,4.3,2.9,1.2,0.2,0.391,0.372,0.754,12.0,1.5,3.1,-4.7,,,,,,Austin Reaves
1004,2025-04-28,11.5,4.4,1.2,0.3,0.7,0.487,0.304,0.859,22.0,1.0,1.2,-0.6,,,,,,Rui Hachimura
1004,2025-04-27,9.7,4.6,1.3,0.4,0.7,0.538,0.331,0.86,17.0,0.8,2.8,13.9,,,,,,Rui Hachimura
1004,2025-04-26,9.6,4.8,1.3,0.4,0.6,0.491,0.306,0.721,21.0,1.1,1.3,-12.2,,,,,,Rui Hachimura
1004,2025-04-25,9.0,5.2,1.5,0.3,0.7,0.506,0.306,0.757,22.0,0.7,1.6,-13.5,,,,,,Rui Hachimura
1004,2025-04-24,8.5,4.8,1.5,0.3,0.7,0.501,0.346,0.774,18.0,1.9,1.4,-7.4,,,,,,Rui Hachimura
1004,2025-04-23,11.4,3.9,1.2,0.4,0.7,0.533,0.321,0.771,13.0,1.9,1.9,7.6,,,,,,Rui Hachimura
1004,2025-04-22,10.0,5.7,1.4,0.4,0.7,0.558,0.325,0.794,22.0,0.6,3.1,13.3,,,,,,Rui Hachimura
1004,2025-04-21,10.1,4.6,1.2,0.5,0.7,0.495,0.341,0.771,16.0,0.7,2.2,-11.5,,,,,,Rui Hachimura
1004,2025-04-20,11.6,5.5,1.1,0.3,0.5,0.498,0.291,0.735,25.0,1.7,3.1,6.9,,,,,,Rui Hachimura
1004,2025-04-19,10.1,5.0,1.5,0.4,0.7,0.531,0.311,0.785,16.0,1.2,3.2,-1.1,,,,,,Rui Hachimura
1004,2025-04-18,11.0,4.5,1.2,0.4,0.6,0.527,0.307,0.794,12.0,1.4,2.5,5.4,,,,,,Rui Hachimura
1004,2025-04-17,7.8,5.4,1.4,0.3,0.6,0.565,0.287,0.823,18.0,2.0,1.5,-11.9,,,,,,Rui Hachimura
1004,2025-04-16,9.9,4.2,1.1,0.4,0.7,0.483,0.304,0.754,17.0,1.6,1.6,12.5,,,,,,Rui Hachimura
1004,2025-04-15,10.6,4.6,1.4,0.3,0.6,0.566,0.346,0.842,14.0,0.9,3.5,-9.3,,,,,,Rui Hachimura
1004,2025-04-14,11.1,3.9,1.2,0.4,0.6,0.51,0.321,0.868,22.0,1.2,2.6,2.9,,,,,,Rui Hachimura
1004,2025-04-13,8.9,5.2,1.4,0.4,0.5,0.574,0.303,0.79,18.0,0.7,2.6,11.8,,,,,,Rui Hachimura
1004,2025-04-12,9.0,5.5,1.2,0.3,0.7,0.514,0.294,0.873,25.0,0.6,2.1,1.8,,,,,,Rui Hachimura
1004,2025-04-11,8.9,5.2,1.1,0.3,0.5,0.558,0.328,0.813,18.0,0.8,2.8,6.0,,,,,,Rui Hachimura
1004,2025-04-10,8.9,4.4,1.3,0.4,0.5,0.526,0.336,0.751,28.0,0.9,2.1,-2.3,,,,,,Rui Hachimura
1004,2025-04-09,10.6,4.2,1.1,0.4,0.6,0.559,0.307,0.808,25.0,1.6,2.7,12.6,,,,,,Rui Hachimura
1005,2025-04-28,24.7,7.9,4.1,0.9,1.2,0.465,0.331,0.893,27.0,3.0,1.4,3.7,,,,,,Jayson Tatum
1005,2025-04-27,26.9,7.6,4.9,1.0,1.1,0.492,0.35,0.813,29.0,2.9,1.3,-12.6,,,,,,Jayson Tatum
1005,2025-04-26,19.2,6.9,4.5,1.1,1.3,0.521,0.327,0.787,27.0,2.8,1.7,-2.8,,,,,,Jayson Tatum
1005,2025-04-25,22.3,6.8,3.6,1.1,1.2,0.496,0.378,0.928,27.0,2.9,1.2,-9.2,,,,,,Jayson Tatum
1005,2025-04-24,18.6,6.6,5.1,1.0,1.0,0.51,0.358,0.841,32.0,2.4,2.8,-3.8,,,,,,Jayson Tatum
1005,2025-04-23,24.3,7.1,4.3,1.1,1.4,0.494,0.378,0.856,29.0,1.6,2.3,6.2,,,,,,Jayson Tatum
1005,2025-04-22,20.9,7.1,4.7,1.0,1.3,0.533,0.33,0.828,34.0,2.8,1.7,-5.6,,,,,,Jayson Tatum
1005,2025-04-21,24.9,8.1,4.8,1.2,1.1,0.498,0.334,0.797,27.0,1.8,1.8,-9.8,,,,,,Jayson Tatum
1005,2025-04-20,21.2,5.7,4.9,1.0,1.1,0.479,0.342,0.794,34.0,2.6,1.3,0.9,,,,,,Jayson Tatum
1005,2025-04-19,20.0,8.1,5.0,1.3,1.1,0.485,0.351,0.897,31.0,2.6,2.3,3.4,,,,,,Jayson Tatum
1005,2025-04-18,19.9,7.9,4.9,1.0,1.4,0.52,0.396,0.89,27.0,3.4,2.1,-10.4,,,,,,Jayson Tatum
1005,2025-04-17,25.2,5.8,4.2,0.9,1.4,0.481,0.354,0.798,32.0,3.6,1.8,-8.7,,,,,,Jayson Tatum
1005,2025-04-16,27.4,7.4,5.1,1.1,1.1,0.505,0.37,0.909,28.0,2.6,2.3,-8.7,,,,,,Jayson Tatum
1005,2025-04-15,25.2,7.5,4.8,1.0,1.4,0.53,0.385,0.859,30.0,2.9,2.5,-12.8,,,,,,Jayson Tatum
1005,2025-04-14,22.8,6.2,3.7,0.9,1.1,0.468,0.393,0.942,27.0,1.3,2.4,-13.1,,,,,,Jayson Tatum
1005,2025-04-13,25.0,8.1,4.4,0.9,1.3,0.492,0.361,0.892,33.0,2.5,1.1,11.8,,,,,,Jayson Tatum
1005,2025-04-12,24.4,6.7,5.3,1.2,1.0,0.458,0.327,0.813,26.0,1.4,2.2,-7.2,,,,,,Jayson Tatum
1005,2025-04-11,22.7,7.4,4.8,1.3,1.0,0.496,0.346,0.871,28.0,1.3,2.0,3.8,,,,,,Jayson Tatum
1005,2025-04-10,23.6,5.8,4.8,1.2,1.0,0.539,0.386,0.83,29.0,1.6,2.3,14.5,,,,,,Jayson Tatum
1005,2025-04-09,25.7,6.0,3.8,1.1,1.0,0.468,0.341,0.928,28.0,2.4,1.2,9.1,,,,,,Jayson Tatum
1006,2025-04-28,24.3,4.9,6.1,1.7,0.7,0.496,0.469,0.837,27.0,1.8,1.2,-5.6,,,,,,Jaylen Brown
1006,2025-04-27,22.7,4.0,5.7,1.9,0.8,0.443,0.412,0.793,38.0,3.4,2.3,-2.8,,,,,,Jaylen Brown
1006,2025-04-26,31.4,5.6,6.1,1.5,0.8,0.467,0.454,0.938,29.0,3.4,2.4,-6.0,,,,,,Jaylen Brown
1006,2025-04-25,24.0,4.4,5.8,1.8,0.7,0.453,0.456,0.923,26.0,2.0,1.2,0.2,,,,,,Jaylen Brown
1006,2025-04-24,28.6,5.4,6.7,1.4,0.7,0.482,0.467,0.881,24.0,3.4,2.0,-13.2,,,,,,Jaylen Brown
1006,2025-04-23,26.6,4.4,5.8,1.7,0.8,0.414,0.471,0.938,25.0,1.7,1.1,5.5,,,,,,Jaylen Brown
1006,2025-04-22,32.0,4.6,6.1,1.8,0.9,0.416,0.393,0.869,34.0,2.1,1.6,2.6,,,,,,Jaylen Brown
1006,2025-04-21,32.5,4.6,7.2,2.0,0.8,0.423,0.437,0.82,37.0,1.2,1.9,-0.2,,,,,,Jaylen Brown
1006,2025-04-20,28.4,5.4,6.3,2.0,0.6,0.457,0.431,0.897,36.0,2.3,1.8,-14.7,,,,,,Jaylen Brown
1006,2025-04-19,25.5,4.1,5.6,2.0,0.9,0.419,0.418,0.929,26.0,3.4,3.0,-5.7,,,,,,Jaylen Brown
1006,2025-04-18,23.0,4.6,5.7,1.8,0.9,0.432,0.419,0.881,27.0,1.8,3.1,11.6,,,,,,Jaylen Brown
1006,2025-04-17,28.0,4.8,5.7,1.9,0.8,0.462,0.465,0.926,24.0,3.0,1.4,-4.6,,,,,,Jaylen Brown
1006,2025-04-16,25.2,4.9,6.3,1.4,0.6,0.448,0.408,0.788,25.0,1.3,1.5,-1.2,,,,,,Jaylen Brown
1006,2025-04-15,28.0,4.2,5.6,1.7,0.9,0.43,0.467,0.78,33.0,3.2,3.5,-1.0,,,,,,Jaylen Brown
1006,2025-04-14,23.8,5.6,7.6,1.4,0.7,0.425,0.448,0.781,32.0,2.8,2.7,12.6,,,,,,Jaylen Brown
1006,2025-04-13,25.8,5.3,7.5,1.8,0.7,0.411,0.392,0.782,38.0,2.5,2.4,-2.5,,,,,,Jaylen Brown
1006,2025-04-12,29.6,4.2,7.5,2.0,0.8,0.416,0.451,0.859,36.0,1.2,2.4,1.6,,,,,,Jaylen Brown
1006,2025-04-11,26.1,5.1,5.8,1.5,0.9,0.478,0.435,0.803,28.0,1.3,3.2,-9.2,,,,,,Jaylen Brown
1006,2025-04-10,21.9,4.1,6.9,1.9,0.6,0.495,0.433,0.811,25.0,3.2,3.0,-13.7,,,,,,Jaylen Brown
1006,2025-04-09,32.5,4.0,5.7,1.8,0.8,0.407,0.434,0.778,35.0,1.7,2.2,-1.3,,,,,,Jaylen Brown
1007,2025-04-28,25.7,4.3,6.7,1.9,0.4,0.445,0.374,0.87,26.0,3.6,3.4,-7.1,,,,,,Jrue Holiday
1007,2025-04-27,30.1,5.6,7.7,2.1,0.4,0.45,0.396,0.892,28.0,0.8,2.7,-0.3,,,,,,Jrue Holiday
1007,2025-04-26,24.8,5.9,7.3,1.9,0.4,0.454,0.377,0.805,25.0,2.1,1.3,-10.6,,,,,,Jrue Holiday
1007,2025-04-25,26.5,5.7,6.8,2.1,0.4,0.452,0.403,0.874,32.0,1.3,2.7,-10.5,,,,,,Jrue Holiday
1007,2025-04-24,36.3,4.2,7.7,2.0,0.4,0.436,0.44,0.784,36.0,1.7,1.8,-9.7,,,,,,Jrue Holiday
1007,2025-04-23,26.9,4.2,7.4,2.2,0.4,0.491,0.447,0.797,27.0,3.5,1.7,-9.4,,,,,,Jrue Holiday
1007,2025-04-22,27.3,5.9,6.9,2.2,0.5,0.449,0.429,0.92,29.0,2.1,1.8,9.0,,,,,,Jrue Holiday
1007,2025-04-21,29.9,5.8,5.5,2.4,0.4,0.422,0.38,0.838,34.0,1.1,1.1,10.6,,,,,,Jrue Holiday
1007,2025-04-20,32.5,6.0,6.8,1.8,0.4,0.406,0.426,0.934,28.0,3.5,1.9,9.1,,,,,,Jrue Holiday
1007,2025-04-19,29.3,4.7,7.4,1.9,0.3,0.466,0.375,0.858,34.0,3.2,2.2,8.6,,,,,,Jrue Holiday
1007,2025-04-18,27.1,4.5,7.6,2.3,0.5,0.415,0.377,0.841,33.0,3.3,3.4,-1.5,,,,,,Jrue Holiday
1007,2025-04-17,28.1,5.7,7.9,2.4,0.5,0.432,0.405,0.84,36.0,2.3,3.4,-3.3,,,,,,Jrue Holiday
1007,2025-04-16,26.6,4.5,6.7,2.3,0.4,0.438,0.379,0.829,32.0,2.9,3.2,12.1,,,,,,Jrue Holiday
1007,2025-04-15,32.6,5.1,5.5,1.8,0.4,0.416,0.417,0.877,34.0,1.1,1.5,-2.8,,,,,,Jrue Holiday
1007,2025-04-14,35.5,5.4,6.4,2.1,0.5,0.478,0.435,0.868,30.0,1.6,3.3,-14.3,,,,,,Jrue Holiday
1007,2025-04-13,26.4,4.4,7.3,1.8,0.4,0.451,0.43,0.782,35.0,2.2,2.4,-5.8,,,,,,Jrue Holiday
1007,2025-04-12,24.7,5.6,7.6,2.0,0.4,0.445,0.442,0.825,36.0,2.1,2.1,12.7,,,,,,Jrue Holiday
1007,2025-04-11,25.3,4.2,7.0,2.4,0.5,0.414,0.445,0.917,27.0,2.7,1.5,-3.7,,,,,,Jrue Holiday
1007,2025-04-10,27.1,5.1,7.3,2.0,0.3,0.455,0.372,0.933,34.0,2.0,2.6,-11.3,,,,,,Jrue Holiday
1007,2025-04-09,28.3,5.3,7.7,2.4,0.5,0.477,0.411,0.912,26.0,2.7,1.3,-5.2,,,,,,Jrue Holiday
1008,2025-04-28,11.0,8.3,1.6,0.7,1.2,0.562,0.176,0.669,12.0,1.7,2.0,-14.6,,,,,,Kristaps Porzingis
1008,2025-04-27,11.8,9.4,1.7,0.6,1.5,0.546,0.196,0.661,25.0,1.4,2.0,-2.1,,,,,,Kristaps Porzingis
1008,2025-04-26,11.1,7.9,1.3,0.6,1.5,0.519,0.166,0.752,26.0,1.4,2.2,-0.5,,,,,,Kristaps Porzingis
1008,2025-04-25,8.8,7.4,1.4,0.9,1.2,0.517,0.191,0.699,23.0,1.7,1.0,6.2,,,,,,Kristaps Porzingis
1008,2025-04-24,10.2,9.8,1.5,0.8,1.7,0.507,0.189,0.669,16.0,1.4,2.5,-5.8,,,,,,Kristaps Porzingis
1008,2025-04-23,11.9,9.8,1.4,0.9,1.4,0.549,0.193,0.686,28.0,0.6,1.1,0.7,,,,,,Kristaps Porzingis
1008,2025-04-22,11.9,10.0,1.3,0.9,1.3,0.545,0.181,0.739,21.0,1.1,2.8,10.3,,,,,,Kristaps Porzingis
1008,2025-04-21,10.4,9.6,1.3,0.8,1.5,0.512,0.168,0.719,28.0,1.5,2.1,12.1,,,,,,Kristaps Porzingis
1008,2025-04-20,11.0,8.2,1.6,0.6,1.4,0.537,0.193,0.745,16.0,0.7,2.5,-13.3,,,,,,Kristaps Porzingis
1008,2025-04-19,10.7,9.1,1.3,0.7,1.6,0.565,0.176,0.753,12.0,1.6,1.8,2.6,,,,,,Kristaps Porzingis
1008,2025-04-18,11.3,7.3,1.4,0.9,1.6,0.542,0.173,0.665,15.0,1.2,1.0,-1.4,,,,,,Kristaps Porzingis
1008,2025-04-17,8.3,7.0,1.3,0.9,1.2,0.535,0.165,0.683,12.0,0.6,3.4,7.6,,,,,,Kristaps Porzingis
1008,2025-04-16,9.4,7.7,1.5,0.6,1.6,0.571,0.185,0.747,22.0,0.7,3.4,13.5,,,,,,Kristaps Porzingis
1008,2025-04-15,10.4,9.8,1.4,0.8,1.2,0.534,0.177,0.636,22.0,1.6,2.1,-14.5,,,,,,Kristaps Porzingis
1008,2025-04-14,8.4,9.6,1.4,0.9,1.7,0.553,0.195,0.67,25.0,1.0,2.6,8.9,,,,,,Kristaps Porzingis
1008,2025-04-13,11.0,7.9,1.6,0.9,1.4,0.518,0.196,0.74,17.0,1.0,3.1,9.5,,,,,,Kristaps Porzingis
1008,2025-04-12,11.6,9.9,1.4,0.7,1.2,0.523,0.164,0.753,16.0,1.9,1.2,7.7,,,,,,Kristaps Porzingis
1008,2025-04-11,11.6,9.9,1.2,0.7,1.2,0.532,0.192,0.643,15.0,0.8,2.5,6.2,,,,,,Kristaps Porzingis
1008,2025-04-10,8.3,7.0,1.5,0.9,1.5,0.493,0.168,0.673,17.0,0.9,2.2,2.9,,,,,,Kristaps Porzingis
1008,2025-04-09,10.4,9.2,1.4,0.8,1.5,0.5,0.188,0.711,20.0,0.8,1.5,-13.2,,,,,,Kristaps Porzingis
1009,2025-04-28,9.0,2.2,4.0,1.4,0.1,0.496,0.373,0.72,28.0,1.8,1.9,-9.6,,,,,,Derrick White
1009,2025-04-27,9.9,2.3,4.5,1.3,0.1,0.42,0.367,0.71,21.0,2.0,2.7,2.3,,,,,,Derrick White
1009,2025-04-26,10.3,1.9,4.2,1.5,0.1,0.473,0.332,0.708,16.0,0.9,2.2,-9.8,,,,,,Derrick White
1009,2025-04-25,10.7,2.1,3.6,1.4,0.1,0.463,0.339,0.832,17.0,0.8,2.9,-13.6,,,,,,Derrick White
1009,2025-04-24,8.9,2.0,4.4,1.6,0.1,0.463,0.385,0.828,15.0,1.6,2.0,-0.5,,,,,,Derrick White
1009,2025-04-23,10.9,2.6,4.4,1.1,0.1,0.473,0.335,0.793,22.0,1.8,1.4,-6.9,,,,,,Derrick White
1009,2025-04-22,10.2,1.8,3.3,1.1,0.1,0.457,0.356,0.753,27.0,1.9,3.0,13.2,,,,,,Derrick White
1009,2025-04-21,10.6,2.0,3.4,1.6,0.1,0.49,0.388,0.826,19.0,1.1,1.8,-3.3,,,,,,Derrick White
1009,2025-04-20,10.8,1.8,4.2,1.6,0.1,0.419,0.4,0.809,26.0,1.7,3.2,9.4,,,,,,Derrick White
1009,2025-04-19,10.6,2.4,3.2,1.1,0.1,0.454,0.376,0.806,17.0,0.7,2.3,-6.3,,,,,,Derrick White
1009,2025-04-18,7.8,2.3,4.1,1.2,0.1,0.49,0.363,0.745,18.0,0.7,1.3,-14.3,,,,,,Derrick White
